,Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (in grams unless otherwise noted),Tin Size (in oz unless otherwise noted),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,Unnamed: 28
778,Tiny Fish Co. Spicy Jamaican Jerk Rockfish,17,Canola Oil,Pacific Rockfish,Sebastes alutus,USA,Tiny Fish Co.,Yes,Yes,"Spices, soy sauce, rum",,,,99,3.5,No,No,No,Yes,Yes,No,No,Yes,No,Yes,,,,
779,Trata Anchovies in Olive Oil,5,Olive Oil,Anchovies,Engraulis encrasicolus,Greece,Trata,Yes,No,,No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,Yes,7,80,4,
780,Trata Sardines in Olive Oil,5,Olive Oil,Sardines,Sardina pilchardus,Greece,Trata,Yes,No,,No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,Yes,1,510,22,
781,Trata Sardines in Tomato Sauce,5,Soybean Oil,Sardines,Sardina pilchardus,Greece,Trata,Yes,No,Tomato,No,No,Unstated,100,3.5,No,No,No,Yes,No,Yes,No,No,No,Yes,1,550,24,
782,Trata Sardines with Chili Peppers in Soybean Oil,5,Soybean Oil,Sardines,Sardina pilchardus,Greece,Trata,Yes,No,Chili Pepper,No,No,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,Yes,1,220,9,
783,Trata Smoked Herring Fillet in Soybean Oil,6,Soybean Oil,Herring,Clupea pallasii,Greece,Trata,Yes,No,,,No,Unstated,160,5.6,Yes,No,No,No,No,No,No,No,No,,1,380,17,
784,Wildfish Cannery Classic Coho Salmon,13,,"Salmon, Coho",Oncorhynchus kisutch,USA,Wildfish Cannery,Yes,Yes,,Yes,No,Unstated,170,,No,No,No,Yes,No,No,No,No,No,,3,310,13,
785,Wildfish Cannery Smoked Coho Salmon,17,,"Salmon, Coho",Oncorhynchus kisutch,USA,Wildfish Cannery,Yes,Yes,,Yes,No,,170,,Yes,No,No,No,No,No,No,No,No,,3,350,14,
786,Wildfish Cannery Smoked Geoduck,31.5,,"Clam, Geoduck",Panopea generosa,USA,Wildfish Cannery,Yes,No,,,,Unstated,170,,Yes,No,No,No,No,No,No,No,No,,3,350,15,
787,Wildfish Cannery Smoked Herring,12,,Herring,Clupea pallasii,USA,Wildfish Cannery,Yes,Yes,,No,No,Unstated,170,,Yes,No,No,No,No,No,No,No,No,,4,189,8,
788,Wildfish Cannery Smoked King Salmon,19.5,,"Salmon, King",Oncorhynchus tshawytscha,USA,Wildfish Cannery,Yes,Yes,,Yes,No,,170,,Yes,No,No,No,No,No,No,No,No,,3,360,15,
789,Wildfish Cannery Smoked Octopus,26.5,,Octopus,Enteroctopus dofleini,USA,Wildfish Cannery,Yes,Yes,,,,Unstated,170,,Yes,No,No,No,No,No,No,No,No,,3,160,7,
790,Wildfish Cannery Smoked Pink Salmon,14.5,,"Salmon, Pink",Oncorhynchus gorbuscha,USA,Wildfish Cannery,Yes,Yes,,Yes,No,,170,,Yes,No,No,No,No,No,No,No,No,,3,350,14,
791,Wildfish Cannery Smoked Sockeye Salmon,19,,"Salmon, Sockeye",Oncorhynchus nerka,USA,Wildfish Cannery,Yes,Yes,,Yes,No,,170,,Yes,No,No,No,No,No,No,No,No,,3,200,8,
792,Wildfish Cannery Smoked White King Salmon,23,,"Salmon, King",Oncorhynchus tshawytscha,USA,Wildfish Cannery,Yes,Yes,,Yes,No,,170,,Yes,No,No,No,No,No,No,No,No,,3,360,15,
793,Yurrita Cantabrian Anchovy Fillets in Olive Oil,12,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Yurrita,Yes,No,,Yes,Yes,Unstated,50,,No,No,No,No,No,No,No,No,No,OU,2,900,38,
794,Yurrita Cockles in Brine 25/35,26,Water,Cockles,Cerastoderma edule,Spain,Yurrita,Yes,No,,,,25/35,111,,No,No,No,No,No,No,No,No,No,,1,380,17,
795,Yurrita Mussels in Pickled Sauce (Mejillones en Escabeche) 8/12,13.5,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,Yurrita,Yes,No,Escabeche,,,8/12,111,,No,No,No,No,No,No,No,No,No,,2,272,6,
796,Yurrita Sardines in Olive Oil,8.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Yurrita,Yes,No,,No,No,Unstated,120,,No,No,No,No,No,No,No,No,No,,2,211,9,
797,Yurrita Sardinillas (Small Sardines) in Olive Oil 10/14,10.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Yurrita,Yes,No,,No,No,10/14,115,,No,No,No,No,No,No,No,No,No,,2,146,6,
798,Yurrita Squid in Ink Sauce,15,Sunflower Oil,Squid,Loligo gahi,Spain,Yurrita,Yes,No,Ink,,,Unstated,111,,No,No,No,No,No,No,No,No,No,,2,158,7,
799,Yurrita Squid in Olive Oil,18,Olive Oil,Squid,Loligo gahi,Spain,Yurrita,Yes,No,,,,,111,,No,No,No,No,No,No,No,No,No,,2,173,7,
800,Yurrita Ventresca of White Tuna,21,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Yurrita,Yes,No,,,,Unstated,111,,No,No,No,No,No,No,No,No,No,,1,144,6,
801,Yurrita Ventresca of Yellowfin Tuna,17,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Yurrita,Yes,No,,,,,111,,No,No,No,No,No,No,No,No,No,,4,187,8,
802,Yurrita White Tuna in Olive Oil,10,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Yurrita,Yes,No,,,,Unstated,111,,No,No,No,No,No,No,No,No,No,,4,144,6,
803,"Yurrita White Tuna in Olive Oil with Piquillo Peppers, Glass Jar",18,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Yurrita,Yes,No,Piquillo Peppers,,,,225,,No,No,No,No,No,No,No,No,No,,4,144,6,
804,"Yurrita White Tuna in Olive Oil, Glass Jar",16.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Yurrita,Yes,No,,,,Unstated,190,,No,No,No,No,No,No,No,No,No,,4,128,5,
805,Zallo Bonito del Norte (White Tuna) in Escabeche,16,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Zallo,Yes,No,Escabeche,,,,112,,No,No,No,No,No,No,No,No,No,,1,200,8,
806,Zallo Bonito del Norte (White Tuna) in Olive Oil,17.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Zallo,Yes,No,,,,,112,,No,No,No,No,No,No,No,No,No,,1,440,19,
807,"Zallo Bonito del Norte (White Tuna) in Olive Oil, glass jar",21,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Zallo,Yes,No,,,,,220,,No,No,No,No,No,No,No,No,No,,3,220,9,
808,Zallo Ventresca Bonito del Norte (White Tuna Belly) in Olive Oil,30,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Zallo,Yes,No,,,,,112,,No,No,No,No,No,No,No,No,No,,2,220,9,
809,Zallo Yellowfin (Atun Claro) Ventresca in Olive Oil,24.5,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Zallo,Yes,No,,,,,112,,No,No,No,No,No,No,No,No,No,,1,360,16,
